order_id,customer_name,customer_gender,date_of_birth,email,phone,country,city,region,pincode,customer_segment,product_category,product_name,quantity,unit_price,discount,order_date,payment_mode,order_status,revenue,flag_negative_qty,flag_invalid_discount,duplicates_order_id,duplicate_order_id
ORD12399,Evan Hill,Female,,qmayer@example.net,,India,East Anthony,South,74922.0,Consumer,Beauty,Sunscreen SPF50,5,216.24,0.0,,Net Banking,Returned,1081.2,False,True,unique,unique
ORD10169,Michael Gonzalez,Male,,,(744)920-4380,UNITED KINGDOM,New Mirandaside,East,29901.0,Corporate,Home & Kitchen,Storage Box,3,376.31,0.05,,Credit Card,Cancelled,1072.48,False,True,unique,unique
ORD11642,Emily Franco,Male,,jriley@example.com,,United States,Duncanhaven,East,82745.0,Home Office,Sports,Dumbbell Set,5,267.33,0.2,2024-03-18,Credit Card,Returned,1069.32,False,True,unique,unique
ORD10603,Curtis Harrison,Male,,heidi55@example.net,(765)325-4837x44171,UNITED KINGDOM,Port Davidville,East,32346.0,Home Office,Clothing,Running Shoes,5,213.73,0.0,,Debit Card,Shipped,1068.65,False,True,unique,unique
ORD10884,Daniel Kim,,,amandaedwards@example.com,224-255-3129,India,South David,South,,Consumer,Sports,Football,3,356.05,0.0,,Net Banking,Cancelled,1068.15,False,True,unique,unique
ORD10985,Richard Cain,Male,,owensamber@example.com,880.666.4315x8901,United Kingdom,Port Destiny,South,12710.0,Consumer,Sports,Cricket Bat,5,426.89,0.5,,Debit Card,Pending,1067.22,False,True,unique,unique
ORD12373,Michelle Miller,Male,,brownchristopher@example.com,,India,North Jenniferside,East,33795.0,Consumer,Sports,Dumbbell Set,3,417.75,0.15,2023-11-20,Cash On Delivery,Pending,1065.26,False,True,unique,unique
ORD11670,Brenda Molina,Female,,plopez@example.net,,United States,Mikaylaville,East,66272.0,Corporate,Beauty,Face Wash,3,415.87,0.15,2023-09-21,Cash On Delivery,Pending,1060.47,False,True,unique,unique
ORD12583,Sandra Wood,Female,,garycarney@example.org,416-614-3543x491,United States,Elizabethmouth,West,,Home Office,Books,Kids Story Book,5,422.87,0.5,,Cash On Delivery,Delivered,1057.18,False,True,unique,unique
ORD11574,Mr. Corey Olson,Male,,davisnatalie@example.org,+1-371-490-9520x3872,United States,Port Michellestad,North,83986.0,Consumer,Clothing,Formal Shirt,5,248.51,0.15,,Net Banking,Cancelled,1056.17,False,True,unique,unique
ORD10462,Mia Flowers,Female,,yknight@example.com,910-672-7284x9824,India,Port Kennethmouth,West,5868.0,Consumer,Home & Kitchen,LED Lamp,5,263.97,0.2,2023-06-08,Upi,Pending,1055.88,False,True,unique,unique
ORD10965,Joshua Roberts,Female,,stephensonmatthew@example.net,(288)638-2567x262,India,Olsonshire,South,,Corporate,Electronics,Wireless Mouse,3,390.82,0.1,,Cash On Delivery,Cancelled,1055.21,False,True,unique,unique
ORD11289,Dana Jennings,Male,,daviescarrie@example.net,946-612-5360x64004,CANADA,Marshallport,West,74088.0,Consumer,Sports,Dumbbell Set,3,369.52,0.05,2023-10-04,Upi,Cancelled,1053.13,False,True,unique,unique
ORD12928,Margaret Myers,Male,,james99@example.net,+1-239-718-7599,India,Shellyshire,West,85403.0,Consumer,Home & Kitchen,Cushion Cover,3,412.1,0.15,2024-07-06,Credit Card,Returned,1050.86,False,True,unique,unique
ORD10804,Daniel Ball,Female,,tammy94@example.com,+1-295-707-4071x7327,United States,Dawnbury,West,,Consumer,Home & Kitchen,Storage Box,5,221.22,0.05,2024-05-01,Net Banking,Delivered,1050.79,False,True,unique,unique
ORD11458,Julia Clay,,,eric99@example.org,852-830-2999,CANADA,East Andrew,South,,Corporate,Clothing,Running Shoes,5,247.08,0.15,2024-03-14,Credit Card,Delivered,1050.09,False,True,unique,unique
ORD12317,Jenna Duncan,Female,,,+1-381-291-9487x46123,UNITED KINGDOM,East Keithstad,South,44652.0,Corporate,Beauty,Sunscreen SPF50,3,410.92,0.15,2023-03-24,Cash On Delivery,Returned,1047.85,False,True,unique,unique
ORD10402,Donna Webb,Male,,rojasashley@example.org,780-379-7050x9754,CANADA,West Pamelaburgh,West,53200.0,Consumer,Electronics,Earbuds,3,408.04,0.15,,Cash On Delivery,Returned,1040.5,False,True,unique,unique
ORD11734,Ashley Hooper,Female,,thomasgreen@example.org,(913)968-8415,India,Lake Derekland,East,69484.0,Corporate,Beauty,Hair Serum,3,365.07,0.05,,Credit  Card,Cancelled,1040.45,False,True,unique,unique
ORD10158,Andrew Crawford,Male,,arivera@example.org,+1-611-997-2181x14374,India,North Lisaton,East,38586.0,Home Office,Electronics,USB-C Hub,3,346.8,0.0,,Debit Card,Delivered,1040.4,False,True,unique,unique
ORD11935,Sarah Morgan,Male,,aburns@example.net,+1-483-303-8840x16776,India,Lake Andretown,East,64674.0,Home Office,Books,Cook Book,5,244.75,0.15,2024-10-05,Cash On Delivery,Cancelled,1040.19,False,True,unique,unique
ORD12377,Valerie Velasquez,Male,,ucarter@example.com,689.498.7244x46312,United States,New Staceymouth,West,,Consumer,Home & Kitchen,Cushion Cover,3,433.13,0.2,,Upi,Returned,1039.51,False,True,unique,unique
ORD11184,Mark Scott,Female,,tburgess@example.org,818.312.3357,CANADA,Kleinton,South,59285.0,Consumer,Beauty,Face Wash,3,433.09,0.2,,Credit Card,Returned,1039.42,False,True,unique,unique
ORD11010,Shawn Tucker,Male,,aanderson@example.org,859.360.5302,India,Allenstad,South,64223.0,Corporate,Beauty,Face Wash,3,344.2,0.0,,Credit Card,Cancelled,1032.6,False,True,unique,unique
ORD12506,Ashley Gonzalez,Female,,lauramejia@example.com,237-228-2840x1252,India,Johnton,North,74230.0,Consumer,Home & Kitchen,Cushion Cover,3,344.15,0.0,,Credit Card,Delivered,1032.45,False,True,unique,unique
ORD10430,Wendy Davis,Male,,amy17@example.org,,UNITED STATES,Edwardsport,North,21665.0,Home Office,Beauty,Face Wash,5,242.7,0.15,,Cash On Delivery,Pending,1031.47,False,True,unique,unique
ORD11066,Sharon Sanchez,Male,1992-05-14,,+1-752-497-3561,United States,Holdenfurt,West,49119.0,Corporate,Books,Self-Help Book,3,361.81,0.05,,Credit Card,Shipped,1031.16,False,True,unique,unique
ORD12072,Daniel Rice,Male,,hector90@example.org,(649)827-8523,India,West Chadburgh,North,15097.0,Home Office,Beauty,Sunscreen SPF50,3,343.2,0.0,,Cash On Delivery,Cancelled,1029.6,False,True,unique,unique
ORD10621,Garrett Joyce,Female,,,(377)289-4319,United States,New Brendantown,East,36445.0,Home Office,Books,Self-Help Book,3,342.16,0.0,,Upi,Cancelled,1026.48,False,True,unique,unique
ORD10373,Susan Ortega,Male,,cathyjames@example.com,(570)417-1302,United States,East Brittanyborough,South,31474.0,Home Office,Books,Kids Story Book,3,426.74,0.2,,Debit Card,Cancelled,1024.18,False,True,unique,unique
ORD10423,Jessica Brown,Male,1965-09-08,,001-317-592-0252,UNITED STATES,North Ashleychester,South,20124.0,Corporate,Clothing,Running Shoes,3,400.24,0.15,,Net Banking,Cancelled,1020.61,False,True,unique,unique
ORD11266,Katherine Davis,Male,,amanda70@example.net,404-722-4564x119,India,Melissaberg,West,42541.0,Home Office,Books,Kids Story Book,5,202.95,0.0,,Credit Card,Returned,1014.75,False,True,unique,unique
ORD12541,Lisa Brown,Female,,lbass@example.com,4126683156,United Kingdom,North Peter,East,49559.0,Consumer,Sports,Yoga Mat,5,202.62,0.0,,Net Banking,Cancelled,1013.1,False,True,unique,unique
ORD10490,Martha Jacobs,Female,,ihall@example.net,369.329.4455,CANADA,Fisherberg,North,,Home Office,Clothing,Running Shoes,5,202.56,0.0,,Net Banking,Returned,1012.8,False,True,unique,unique
ORD11933,Heather Jackson,Male,2003-10-01,,+1-445-701-4399,UNITED STATES,Andradeshire,South,76385.0,Home Office,Books,Self-Help Book,5,404.5,0.5,2024-10-07,Credit Card,Pending,1011.25,False,True,unique,unique
ORD11301,Andrea Duncan,Female,,tiffanytaylor@example.net,(667)712-6937,India,East Lawrence,East,81097.0,Home Office,Electronics,Laptop Stand,5,404.4,0.5,2023-10-30,Cash On Delivery,Pending,1011.0,False,True,unique,unique
ORD10452,Jennifer Turner,Male,,richard85@example.com,+1-206-247-7159x103,India,North Victoria,North,90625.0,Consumer,Home & Kitchen,LED Lamp,5,252.61,0.2,,Credit  Card,Delivered,1010.44,False,True,unique,unique
ORD10213,Abigail Joyce,Female,,andrew48@example.net,+1-499-621-0752,United States,Pamelabury,South,31040.0,Home Office,Electronics,Bluetooth Speaker,5,252.3,0.2,,Debit Card,Shipped,1009.2,False,True,unique,unique
ORD11494,Michael Solis,Male,,maria59@example.org,(970)776-5094x620,CANADA,Thomasburgh,East,59505.0,Corporate,Sports,Football,3,395.0,0.15,,Upi,Returned,1007.25,False,True,unique,unique
ORD11746,Stephen Brown,Male,2007-08-04,mrogers@example.com,859.475.9809,India,Lake Jane,North,78411.0,Corporate,Home & Kitchen,Blender,5,250.28,0.2,,Upi,Delivered,1001.12,False,True,unique,unique
ORD11650,Kristi Bryant,Male,,srivera@example.net,289-318-5298x3882,United States,Davidshire,North,61686.0,Consumer,Home & Kitchen,Storage Box,3,333.57,0.0,2023-11-19,Net Banking,Pending,1000.71,False,True,unique,unique
ORD12796,Ryan Torres,Male,2007-01-29,nicolejohns@example.com,+1-969-815-3930x5818,United Kingdom,West Aaron,South,56668.0,Consumer,Clothing,Winter Jacket,2,499.94,0.0,,Credit Card,Cancelled,999.88,False,True,unique,unique
ORD12812,Cory Fitzpatrick,Male,,vbrown@example.com,4139334317,CANADA,Cindychester,North,,Corporate,Clothing,Women's Jeans,5,399.78,0.5,,Debit Card,Cancelled,999.45,False,True,unique,unique
ORD11373,James Conley,Female,,davisteresa@example.net,001-905-270-3996x3066,India,West Brittneyview,West,,Home Office,Beauty,Hair Serum,5,234.62,0.15,,Net Banking,Shipped,997.13,False,True,unique,unique
ORD12294,Darryl Campbell,Female,,,(638)616-2266,UNITED STATES,New Deborahville,North,41402.0,Home Office,Books,Self-Help Book,2,498.13,0.0,,Net Banking,Delivered,996.26,False,True,unique,unique
ORD11553,Chris Johnson,,,,,UNITED KINGDOM,Millerburgh,South,99221.0,Home Office,Clothing,Men's T-Shirt,5,248.76,0.2,,Debit Card,Delivered,995.04,False,True,unique,unique
ORD11005,Allison Clark,Male,,katierodgers@example.org,285.488.6407,CANADA,Morrismouth,West,12368.0,Consumer,Books,Cook Book,3,389.82,0.15,2024-12-09,Cash On Delivery,Delivered,994.04,False,True,unique,unique
ORD11749,James Landry,Male,2003-07-19,parksandre@example.com,+1-832-526-5278x254,UNITED KINGDOM,West Christineland,East,97210.0,Corporate,Clothing,Formal Shirt,5,247.49,0.2,2023-09-14,Cash On Delivery,Delivered,989.96,False,True,unique,unique
ORD10720,Connor West,Female,,kurt90@example.net,(395)802-6480,India,Justinton,North,31500.0,Corporate,Clothing,Formal Shirt,2,494.88,0.0,,Cash On Delivery,Cancelled,989.76,False,True,unique,unique
ORD10024,Rebecca Ramsey,Male,,tinaferguson@example.com,001-690-816-2720,India,Jasonmouth,West,44737.0,Home Office,Electronics,Bluetooth Speaker,5,197.79,0.0,,Credit Card,Returned,988.95,False,True,unique,unique
ORD10942,Eric Davis,Male,,wilkinsnicole@example.com,764.727.8961x5738,United States,East Amyland,West,59357.0,Corporate,Home & Kitchen,Blender,3,387.33,0.15,,Cash On Delivery,Returned,987.69,False,True,unique,unique
ORD10939,Michael Jones,Female,,sanchezmelissa@example.com,,United States,North Marc,South,96943.0,Consumer,Clothing,Winter Jacket,3,365.68,0.1,2023-03-26,Cash On Delivery,Shipped,987.34,False,True,unique,unique
ORD10839,Laura Walton,Male,,kford@example.net,,India,Sullivanshire,West,69080.0,Consumer,Books,Fiction Novel,2,493.46,0.0,,Debit Card,Delivered,986.92,False,True,unique,unique
ORD11513,Samantha Johnson,Male,,hernandezchristine@example.net,+1-344-469-8886x6594,UNITED STATES,Lopezville,North,32914.0,Consumer,Home & Kitchen,LED Lamp,5,218.94,0.1,,Cash On Delivery,Delivered,985.23,False,True,unique,unique
ORD11784,Kelly Warner,Male,,moralesjessica@example.org,671-351-1142,India,West Jacqueline,West,66135.0,Home Office,Sports,Yoga Mat,2,492.01,0.0,,Credit Card,Pending,984.02,False,True,unique,unique
ORD10701,Kerry Hendricks,Male,,jessicarichardson@example.net,001-688-224-5279x050,United States,Johnborough,South,27886.0,Consumer,Sports,Dumbbell Set,5,217.9,0.1,,Net Banking,Cancelled,980.55,False,True,unique,unique
ORD12955,Tammy Mercer,Male,,,,UNITED STATES,Grayport,East,56577.0,Corporate,Clothing,Women's Jeans,3,326.32,0.0,,Credit  Card,Delivered,978.96,False,True,unique,unique
ORD12201,April Scott,Female,,matthew43@example.org,697-419-7204x0932,UNITED STATES,Kimberlyton,West,3701.0,Corporate,Books,Self-Help Book,5,195.75,0.0,,Credit Card,Pending,978.75,False,True,unique,unique
ORD10842,Charles Donaldson,Male,,,848-567-6497x9741,UNITED STATES,Zamorachester,West,91022.0,Corporate,Beauty,Face Wash,2,489.0,0.0,,Credit Card,Pending,978.0,False,True,unique,unique
ORD11818,Nicole Holt,Female,,guzmanpatricia@example.org,(742)859-9317x6970,United Kingdom,Floresville,North,3929.0,Home Office,Sports,Yoga Mat,2,488.12,0.0,,Credit Card,Cancelled,976.24,False,True,unique,unique
ORD11662,Melinda West,,1961-01-03,pgoodwin@example.net,(707)315-4818,India,East Mallory,South,14321.0,Consumer,Beauty,Hair Serum,3,339.52,0.05,,Upi,Shipped,967.63,False,True,unique,unique
ORD11869,Nicholas Hernandez,Male,1981-02-20,melissa09@example.com,349-809-1009,CANADA,Kellyshire,West,42847.0,Home Office,Electronics,USB-C Hub,3,357.36,0.1,2023-08-14,Credit Card,Pending,964.87,False,True,unique,unique
ORD11185,Stacey Turner,Female,,bmurray@example.org,+1-962-963-6785x08989,United States,Kristenstad,East,80884.0,Corporate,Home & Kitchen,Blender,5,203.09,0.05,2023-07-19,Cash On Delivery,Pending,964.68,False,True,unique,unique
ORD12912,Kelsey Patterson,Female,,allison50@example.org,813.774.4715,UNITED STATES,East Loriville,East,,Corporate,Electronics,Bluetooth Speaker,2,482.27,0.0,,Cash On Delivery,Pending,964.54,False,True,unique,unique
ORD10173,Jaime Lang,Female,,phillipsdenise@example.com,811.328.8013x36138,United States,North Stephen,West,,Corporate,Electronics,Laptop Stand,3,401.79,0.2,,Credit Card,Delivered,964.3,False,True,unique,unique
ORD11792,David Wade,Female,,urobles@example.org,909-637-0118x596,CANADA,Lake Christineburgh,East,,Corporate,Books,Fiction Novel,3,321.15,0.0,,Upi,Delivered,963.45,False,True,unique,unique
ORD11799,Michael Conway,,,christopherflores@example.org,+1-813-630-1075x35024,United States,Jenniferville,West,22852.0,Corporate,Clothing,Women's Jeans,5,192.33,0.0,,Debit Card,Delivered,961.65,False,True,unique,unique
ORD10529,Sara Hamilton,,1966-03-10,ashleycooley@example.net,883.405.9736x42480,UNITED KINGDOM,Josephchester,West,27650.0,Home Office,Beauty,Lipstick Set,3,319.95,0.0,,Upi,Cancelled,959.85,False,True,unique,unique
ORD12526,Paul Walsh,Male,1982-04-27,evansnoah@example.net,001-866-289-8239x7327,India,Port Alicia,North,91699.0,Consumer,Sports,Football,2,479.37,0.0,,Upi,Pending,958.74,False,True,unique,unique
ORD10849,Anthony Johnson,Male,,daniel13@example.net,256.858.9635x957,United Kingdom,New Chelsealand,South,34722.0,Corporate,Sports,Football,2,478.49,0.0,,Net Banking,Shipped,956.98,False,True,unique,unique
ORD11087,Andrew Miller,Female,,andrewwalker@example.com,680.537.8912x1397,India,Carlsontown,North,42304.0,Corporate,Clothing,Formal Shirt,3,318.97,0.0,,Cash On Delivery,Delivered,956.91,False,True,unique,unique
ORD12821,Ryan Campbell,Male,,braykirsten@example.net,001-379-888-5760,India,Sloanfurt,West,90566.0,Home Office,Books,Kids Story Book,3,334.81,0.05,,Upi,Shipped,954.21,False,True,unique,unique
ORD12254,Sara Weeks,Male,,josephguerra@example.org,(957)229-9766x56206,UNITED KINGDOM,New Jesse,South,,Corporate,Clothing,Running Shoes,2,476.98,0.0,2024-12-15,Net Banking,Delivered,953.96,False,True,unique,unique
ORD11770,Shelley Friedman,Female,,joshua39@example.com,,India,West Toddview,East,11850.0,Home Office,Books,Self-Help Book,3,316.98,0.0,2024-09-19,Cash On Delivery,Delivered,950.94,False,True,unique,unique
ORD10778,Jillian Carrillo,Female,,nfleming@example.net,477-263-3427,UNITED STATES,Port Marissa,North,,Home Office,Clothing,Men's T-Shirt,2,475.44,0.0,2024-01-29,Credit  Card,Pending,950.88,False,True,unique,unique
ORD10783,Victoria Fernandez,Male,,gregory23@example.net,+1-939-272-8339x1218,United Kingdom,Moraburgh,South,74763.0,Corporate,Home & Kitchen,LED Lamp,2,475.1,0.0,,Cash On Delivery,Shipped,950.2,False,True,unique,unique
ORD12123,Jessica Holmes,Male,,stevenyoung@example.org,+1-618-781-5675x4135,India,Dorothymouth,West,83964.0,Corporate,Beauty,Hair Serum,2,474.95,0.0,2024-08-12,Credit  Card,Shipped,949.9,False,True,unique,unique
ORD11613,Preston Miller,Male,,hayden46@example.org,,United States,West Charlesville,West,,Corporate,Beauty,Face Wash,2,499.54,0.05,2023-03-31,Debit Card,Cancelled,949.13,False,True,unique,unique
ORD11616,Jonathan Taylor,Male,1980-01-06,rebecca37@example.net,,India,Caseport,South,27447.0,Home Office,Books,Self-Help Book,3,351.16,0.1,2024-06-27,Credit  Card,Shipped,948.13,False,True,unique,unique
ORD10711,Laura Bender,Female,,qkane@example.com,+1-799-871-8428,CANADA,East Mark,South,,Home Office,Electronics,Laptop Stand,2,473.56,0.0,2023-03-17,Cash On Delivery,Returned,947.12,False,True,unique,unique
ORD12723,Blake White,Female,,samuel45@example.net,951-873-3016x548,United States,Shaneland,East,49202.0,Consumer,Books,Fiction Novel,5,222.83,0.15,,Cash On Delivery,Delivered,947.03,False,True,unique,unique
ORD10878,Jimmy Sanders,Female,,smithamy@example.com,,UNITED STATES,Michaelville,East,29525.0,Corporate,Beauty,Lipstick Set,3,394.33,0.2,,Debit Card,Pending,946.39,False,True,unique,unique
ORD10871,Christine Wiggins Dds,Male,,jasonwebb@example.net,385-518-6267,United States,Arnoldville,South,608.0,Home Office,Electronics,Smartwatch,5,198.98,0.05,2024-12-11,Credit Card,Pending,945.16,False,True,unique,unique
ORD12750,Anne Rogers,Male,,ashley24@example.org,,India,Rodriguezfurt,South,44812.0,Corporate,Beauty,Sunscreen SPF50,2,472.43,0.0,2023-08-24,Cash On Delivery,Delivered,944.86,False,True,unique,unique
ORD11214,David Norton,Female,1985-11-23,fhatfield@example.org,(854)946-0539x260,India,Sarahfurt,North,,Home Office,Sports,Yoga Mat,2,496.91,0.05,,Credit  Card,Pending,944.13,False,True,unique,unique
ORD10838,Christine Morris,Female,,linda07@example.org,(904)326-2019,India,Lake Dorothy,West,20118.0,Corporate,Electronics,Laptop Stand,2,472.01,0.0,,Debit Card,Delivered,944.02,False,True,unique,unique
ORD10431,Heather Jones,Female,,escott@example.com,001-772-719-7054x66927,United States,Christopherchester,West,,Consumer,Books,Self-Help Book,2,496.31,0.05,,Credit  Card,Pending,942.99,False,True,unique,unique
ORD12534,Aaron Green,Male,,roger50@example.org,209.354.1852x03971,India,West Katelynborough,West,29050.0,Home Office,Electronics,USB-C Hub,5,221.86,0.15,,Debit Card,Delivered,942.91,False,True,unique,unique
ORD11541,Nicholas Gutierrez,Male,,melissa55@example.org,658.626.8295x081,India,East Laurenberg,West,,Home Office,Books,Kids Story Book,2,471.17,0.0,,Debit Card,Cancelled,942.34,False,True,unique,unique
ORD11240,Mark Wilkinson,Male,,cwolf@example.org,724.396.7574,CANADA,West Amyside,East,6161.0,Home Office,Sports,Dumbbell Set,3,348.95,0.1,2024-03-04,Upi,Returned,942.16,False,True,unique,unique
ORD10216,James Miller,Male,,kathleencastillo@example.org,369.338.9833x1465,UNITED STATES,Hendersonstad,West,25468.0,Consumer,Clothing,Women's Jeans,2,470.52,0.0,,Upi,Delivered,941.04,False,True,unique,unique
ORD11045,Lucas Atkins,Male,1998-03-07,wendylee@example.com,001-770-277-3123x155,India,Scottton,South,47356.0,Consumer,Home & Kitchen,Non-stick Pan,2,470.04,0.0,2023-04-03,Credit Card,Shipped,940.08,False,True,unique,unique
ORD12485,Brittany Cisneros,Female,,,981.469.0358x32232,UNITED KINGDOM,West Jonathon,North,35618.0,Home Office,Electronics,Earbuds,3,313.26,0.0,,Cash On Delivery,Cancelled,939.78,False,True,unique,unique
ORD12543,Melissa Harrington,Male,,idiaz@example.org,(730)834-8990,CANADA,Stephanieborough,North,11201.0,Consumer,Clothing,Men's T-Shirt,3,329.63,0.05,,Credit Card,Pending,939.45,False,True,unique,unique
ORD11250,Emily Wilson,Male,,kathleenweaver@example.net,9706051028,CANADA,Gailberg,South,3280.0,Consumer,Home & Kitchen,Non-stick Pan,5,220.91,0.15,2023-04-18,Upi,Returned,938.87,False,True,unique,unique
ORD12196,Billy Crosby,Female,,nwarner@example.com,,United States,Jorgebury,West,81142.0,Consumer,Beauty,Lipstick Set,3,368.16,0.15,,Debit Card,Delivered,938.81,False,True,unique,unique
ORD12646,Ricky Morrison,Female,,yluna@example.org,424-427-8412x8761,CANADA,Hesterburgh,East,37147.0,Consumer,Home & Kitchen,Non-stick Pan,3,328.96,0.05,,Upi,Pending,937.54,False,True,unique,unique
ORD10226,Stephen Ayala,Male,,robertoaustin@example.org,001-882-877-1812x982,United States,Shannonburgh,West,,Corporate,Sports,Football,3,367.54,0.15,,Net Banking,Cancelled,937.23,False,True,unique,unique
ORD11498,Rebecca Cross,Male,1998-02-26,michaelwilliams@example.com,367-448-6735,India,South Jessicaview,East,67294.0,Corporate,Books,Cook Book,5,220.49,0.15,,Cash On Delivery,Cancelled,937.08,False,True,unique,unique
ORD10412,William Mayo,Male,1970-09-05,smithmichael@example.net,(751)584-2694x500,United States,Gregorytown,North,70937.0,Home Office,Books,Kids Story Book,2,492.27,0.05,2024-04-24,Upi,Returned,935.31,False,True,unique,unique
ORD11579,Gail Collins,Female,,taylor12@example.com,,India,Pattersonmouth,East,90067.0,Home Office,Sports,Cricket Bat,3,310.98,0.0,,Upi,Delivered,932.94,False,True,unique,unique
ORD12615,William Phillips,Female,,ashley40@example.net,+1-470-854-7209x26465,UNITED KINGDOM,Loveview,South,62278.0,Consumer,Beauty,Sunscreen SPF50,5,372.8,0.5,,Debit Card,Returned,932.0,False,True,unique,unique
ORD12535,Lauren Brown,,,loriwilliams@example.net,(400)487-6848x65584,United Kingdom,Jacksonmouth,South,58152.0,Consumer,Sports,Cricket Bat,3,387.09,0.2,,Credit  Card,Delivered,929.02,False,True,unique,unique
ORD12121,Hannah Johnson,Female,,debbie71@example.org,484.644.0027x4894,United States,Sharonmouth,West,80118.0,Consumer,Books,Kids Story Book,2,464.27,0.0,2024-08-25,Upi,Pending,928.54,False,True,unique,unique
ORD12312,Frank Snow,Female,,beckchase@example.org,3224123955,United States,Port Lisahaven,East,,Home Office,Books,Self-Help Book,2,463.99,0.0,,Cash On Delivery,Cancelled,927.98,False,True,unique,unique
ORD10337,David Wilson,Male,,justinwhite@example.org,(246)620-9520,UNITED KINGDOM,Garciaberg,West,54610.0,Home Office,Electronics,USB-C Hub,3,308.86,0.0,,Credit Card,Shipped,926.58,False,True,unique,unique
ORD12152,Thomas Morris,Female,1995-08-16,cory38@example.com,836-274-6161,India,Josephbury,South,59834.0,Consumer,Home & Kitchen,LED Lamp,2,461.46,0.0,2024-05-12,Net Banking,Delivered,922.92,False,True,unique,unique
ORD10041,Michael White,Male,1969-01-01,pharvey@example.com,001-623-474-7407,India,South Sierrashire,West,39711.0,Consumer,Home & Kitchen,LED Lamp,5,230.4,0.2,,Net Banking,Pending,921.6,False,True,unique,unique
ORD10822,Mary Duncan,Male,,,738.253.2472,CANADA,Amandabury,East,32682.0,Home Office,Clothing,Men's T-Shirt,2,460.65,0.0,,Net Banking,Pending,921.3,False,True,unique,unique
ORD11102,Danielle Goodwin,,1987-09-13,morganwarner@example.org,524.465.9866,UNITED KINGDOM,Fischerside,East,94034.0,Corporate,Clothing,Men's T-Shirt,5,204.41,0.1,2023-07-08,Credit Card,Shipped,919.84,False,True,unique,unique
ORD12610,Susan Park,Female,,stephensashley@example.org,,UNITED STATES,Fernandezfurt,West,30952.0,Home Office,Sports,Dumbbell Set,2,459.74,0.0,,Net Banking,Shipped,919.48,False,True,unique,unique
ORD10264,Jackson Clark,Male,,vwilliams@example.org,+1-922-707-8113,CANADA,Gonzalezmouth,West,,Home Office,Home & Kitchen,Cushion Cover,2,459.66,0.0,,Net Banking,Delivered,919.32,False,True,unique,unique
ORD10552,Jerry Gilmore,Male,,charles95@example.com,460.669.4096x00356,UNITED STATES,New Emily,West,43311.0,Corporate,Sports,Yoga Mat,5,215.82,0.15,,Credit Card,Cancelled,917.23,False,True,unique,unique
ORD12734,Jessica Valentine,Female,,hbenson@example.org,4475202888,CANADA,Hartfort,North,855.0,Corporate,Beauty,Lipstick Set,3,321.39,0.05,2024-07-13,Credit Card,Delivered,915.96,False,True,unique,unique
ORD10554,Cameron Bailey,Male,,sarah33@example.com,(364)833-5027,UNITED STATES,South Mikaylaborough,North,50362.0,Consumer,Sports,Cricket Bat,2,456.85,0.0,,Cash On Delivery,Delivered,913.7,False,True,unique,unique
ORD11311,Jason Thomas,Female,,zacharywillis@example.com,815-305-0969,India,North Mark,North,,Corporate,Clothing,Formal Shirt,2,456.15,0.0,,Net Banking,Pending,912.3,False,True,unique,unique
ORD11319,Nicole Macias,Female,,williamgross@example.net,+1-286-281-8439x763,CANADA,South Johnshire,West,37799.0,Home Office,Electronics,Bluetooth Speaker,2,455.49,0.0,2024-03-25,Credit Card,Pending,910.98,False,True,unique,unique
ORD11751,Brenda Boyd,Female,,arthur70@example.com,430-369-6721,United States,Paulbury,South,72956.0,Corporate,Clothing,Women's Jeans,2,453.62,0.0,,Upi,Shipped,907.24,False,True,unique,unique
ORD11245,Amanda Fernandez,Female,,karlmartin@example.org,,India,North Kristin,South,,Corporate,Beauty,Hair Serum,2,451.38,0.0,2023-06-07,Debit Card,Returned,902.76,False,True,unique,unique
ORD10590,Jennifer Herrera,Female,,daniel16@example.org,387-332-8077,CANADA,North Marissa,North,,Corporate,Electronics,USB-C Hub,3,376.09,0.2,,Credit Card,Delivered,902.62,False,True,unique,unique
ORD10427,Nicole Parker,Female,,,,UNITED KINGDOM,East Josephshire,East,74530.0,Home Office,Books,Self-Help Book,5,180.49,0.0,,Credit Card,Delivered,902.45,False,True,unique,unique
ORD10237,Nichole Johnson,Female,,manuellee@example.com,+1-257-314-2241,UNITED STATES,New Michael,South,42245.0,Consumer,Books,Fiction Novel,2,474.73,0.05,,Debit Card,Delivered,901.99,False,True,unique,unique
ORD10875,Stephanie Martin,Male,,emily07@example.net,629-390-7472x9669,India,Andrewsfurt,West,63996.0,Home Office,Clothing,Women's Jeans,2,473.88,0.05,,Debit Card,Shipped,900.37,False,True,unique,unique
ORD12811,James Farley,,1981-05-07,laurageorge@example.net,7082973036,United States,Mcdonaldchester,East,57856.0,Corporate,Beauty,Face Wash,3,300.08,0.0,,Credit Card,Shipped,900.24,False,True,unique,unique
ORD10031,Todd Woods,Female,,kvasquez@example.net,+1-502-829-4131x86999,United States,Kerrport,East,77640.0,Home Office,Beauty,Hair Serum,3,352.91,0.15,,Credit Card,Delivered,899.92,False,True,unique,unique
ORD12077,Robert Larson,,,santosleah@example.com,567.875.5005x35760,UNITED KINGDOM,Clarkfurt,North,9408.0,Consumer,Sports,Yoga Mat,2,449.05,0.0,,Debit Card,Pending,898.1,False,True,unique,unique
